bin	Depth HFD_AL_4_02_25	Depth HFD_AL_4_03_11	Depth HFD_AL_6_05_12	Depth HFD_AL_6_05_22	Depth HFD_AL_7_06_12	Depth HFD_IF_4_02_25	Depth HFD_IF_4_03_11	Depth HFD_IF_6_05_12	Depth HFD_IF_6_05_22	Depth HFD_IF_7_06_12	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
MEGAHIT-MaxBin2-group-AL.023.fa	24.61875	24.33405	21.8534	44.1828	30.18675						MEGAHIT-MaxBin2-group-AL.023.fa	bacteria_odb10	90.3	45.2	45.2	4.8	4.8	124	11	16383	16383	0.000%	400	MEGAHIT-MaxBin2-group-AL.023.fa	95.16	25.24	Gradient Boost (General Model)	11	0.87	3481322	3564	MEGAHIT-MaxBin2-group-AL.023	MEGAHIT-MaxBin2-group-AL.023.fa	400	400	193	109	33	4	3481322	3481322	2975317	2382920	1177624	242078	400	66606	3481322	60.07	16383	7586	61	136	0.0	1 + 2 part	MEGAHIT-MaxBin2-group-AL.023.fa																			
MEGAHIT-MaxBin2-group-AL.024.fa	22.3159	16.919	7.06313	4.51552	5.08795						MEGAHIT-MaxBin2-group-AL.024.fa	bacteria_odb10	95.2	93.5	1.6	0.8	4.0	124	11	39297	39297	0.000%	405	MEGAHIT-MaxBin2-group-AL.024.fa	93.14	6.02	Gradient Boost (General Model)	11	0.873	4284383	4464	MEGAHIT-MaxBin2-group-AL.024	MEGAHIT-MaxBin2-group-AL.024.fa	405	405	133	90	44	23	4284383	4284383	3628527	3339261	2582899	1824838	405	167494	4284383	46.69	39297	13315	31	79	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.024.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas sp910588745	GCA_910588745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas sp910588745	96.88	0.801							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.025.fa	22.61175	24.2994	2.403035	3.963555	2.41897						MEGAHIT-MaxBin2-group-AL.025.fa	bacteria_odb10	61.3	56.5	4.8	12.9	25.8	124	11	14698	14698	0.000%	300	MEGAHIT-MaxBin2-group-AL.025.fa	73.74	4.4	Gradient Boost (General Model)	11	0.881	2238930	2365	MEGAHIT-MaxBin2-group-AL.025	MEGAHIT-MaxBin2-group-AL.025.fa	300	300	129	77	17	1	2238930	2238930	1871625	1499969	579055	52920	300	52920	2238930	63.27	14698	7700	46	98	0.0	1 + 0 part	MEGAHIT-MaxBin2-group-AL.025.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910583785	GCA_910583785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910583785	99.25	0.882							ani_screen	classification based on ANI only	GCF_910586735.1, s__Oscillibacter sp910586735, 95.0, 86.61, 0.281; GCA_947244595.1, s__Oscillibacter sp947244595, 95.0, 86.59, 0.296; GCF_910576865.1, s__Oscillibacter sp910576865, 95.0, 87.34, 0.324; GCA_022801815.1, s__Oscillibacter sp022801815, 95.0, 85.8, 0.263; GCA_910575815.1, s__Oscillibacter sp910575815, 95.0, 84.15, 0.156; GCF_910588175.1, s__Oscillibacter sp910588175, 95.0, 86.73, 0.291; GCF_910579365.1, s__Oscillibacter sp910579365, 95.0, 85.02, 0.2; GCA_949959305.1, s__Oscillibacter sp949959305, 95.0, 86.53, 0.246; GCA_910587705.1, s__Oscillibacter sp910587705, 95.0, 88.94, 0.456; GCA_910587875.1, s__Oscillibacter sp910587875, 95.0, 88.14, 0.344; GCF_910579435.1, s__Oscillibacter sp910579435, 95.0, 87.93, 0.378; GCF_910583695.1, s__Oscillibacter sp910583695, 95.0, 88.81, 0.439; GCA_021769865.1, s__Oscillibacter sp021769865, 95.0, 87.77, 0.336; GCA_948916585.1, s__Oscillibacter sp948916585, 95.21, 88.75, 0.458; GCF_009773995.1, s__Oscillibacter sp009773995, 95.0, 88.08, 0.371; GCA_910585165.1, s__Oscillibacter sp910585165, 95.0, 86.08, 0.255; GCF_950097265.1, s__Oscillibacter sp950097265, 95.0, 87.45, 0.345; GCA_910574635.1, s__Oscillibacter sp009774015, 95.0, 89.87, 0.497; GCA_947577075.1, s__Oscillibacter sp947577075, 95.0, 85.97, 0.211; GCA_910578935.1, s__Oscillibacter sp910578935, 95.0, 84.89, 0.214; GCA_041223955.1, s__Oscillibacter sp041223955, 95.0, 84.29, 0.187; GCA_910585245.1, s__Oscillibacter sp910585245, 95.0, 85.13, 0.214; GCF_910584465.1, s__Oscillibacter sp910584465, 95.0, 84.55, 0.17				
MEGAHIT-MaxBin2-group-AL.026.fa	21.6453	20.7403	1.53195	2.73277	2.00948						MEGAHIT-MaxBin2-group-AL.026.fa	bacteria_odb10	12.1	11.3	0.8	5.6	82.3	124	11	13286	13286	0.000%	289	MEGAHIT-MaxBin2-group-AL.026.fa	24.87	4.31	Neural Network (Specific Model)	11	0.867	1456705	1651	MEGAHIT-MaxBin2-group-AL.026	MEGAHIT-MaxBin2-group-AL.026.fa	289	289	61	35	8	2	1456705	1456705	1013203	832789	393097	201941	289	141470	1456705	56.8	13286	3564	26	80	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.026.fa																			
MEGAHIT-MaxBin2-group-AL.027.fa	21.31715	14.135	0.00553664	0.0	0.0						MEGAHIT-MaxBin2-group-AL.027.fa	bacteria_odb10	96.8	94.4	2.4	0.8	2.4	124	11	49772	49772	0.000%	96	MEGAHIT-MaxBin2-group-AL.027.fa	89.73	0.33	Neural Network (Specific Model)	11	0.913	2314080	2032	MEGAHIT-MaxBin2-group-AL.027	MEGAHIT-MaxBin2-group-AL.027.fa	96	96	73	58	31	16	2314080	2314080	2258215	2159752	1707237	1118150	96	116204	2314080	52.72	49772	24357	17	33	0.0	2 + 0 part	MEGAHIT-MaxBin2-group-AL.027.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910588065	GCA_910588065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910588065	99.94	0.97							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.028.fa	19.5082	9.29041	0.01251845	0.00451823	0.0029400249999999						MEGAHIT-MaxBin2-group-AL.028.fa	bacteria_odb10	86.3	83.9	2.4	4.8	8.9	124	11	79899	79899	0.000%	64	MEGAHIT-MaxBin2-group-AL.028.fa	95.42	5.2	Neural Network (Specific Model)	11	0.883	2771558	2115	MEGAHIT-MaxBin2-group-AL.028	MEGAHIT-MaxBin2-group-AL.028.fa	64	64	50	48	36	19	2771558	2771558	2730784	2720192	2516864	1841501	64	283354	2771558	62.42	79899	43195	12	25	0.0	0 + 2 part	MEGAHIT-MaxBin2-group-AL.028.fa	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp910585575	GCF_951801035.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia sp910585575	99.76	0.952							ani_screen	classification based on ANI only	GCF_029076695.1, s__Adlercreutzia equolifaciens_A, 95.0, 90.45, 0.476				
MEGAHIT-MaxBin2-group-AL.029.fa	19.1854	46.0372	9.56022	21.5237	3.31748						MEGAHIT-MaxBin2-group-AL.029.fa	bacteria_odb10	39.5	36.3	3.2	8.1	52.4	124	11	10238	10238	0.000%	447	MEGAHIT-MaxBin2-group-AL.029.fa	56.94	2.85	Gradient Boost (General Model)	11	0.877	2501745	2578	MEGAHIT-MaxBin2-group-AL.029	MEGAHIT-MaxBin2-group-AL.029.fa	447	447	148	66	11	1	2501745	2501745	1832464	1262539	427183	94283	447	94283	2501745	55.93	10238	4688	65	158	0.0	0 + 2 part	MEGAHIT-MaxBin2-group-AL.029.fa																			
MEGAHIT-MaxBin2-group-AL.030.fa	16.6862	8.41262	0.2740249999999999	0.1954395	0.106892						MEGAHIT-MaxBin2-group-AL.030.fa	bacteria_odb10	2.4	2.4	0.0	2.4	95.2	124	11	6447	6447	0.000%	384	MEGAHIT-MaxBin2-group-AL.030.fa	20.96	3.17	Neural Network (Specific Model)	11	0.85	1643148	2038	MEGAHIT-MaxBin2-group-AL.030	MEGAHIT-MaxBin2-group-AL.030.fa	384	384	92	28	7	1	1643148	1643148	993038	550390	252397	68020	384	68020	1643148	46.31	6447	3119	63	155	0.0	4 + 4 part	MEGAHIT-MaxBin2-group-AL.030.fa																			
MEGAHIT-MaxBin2-group-AL.031.fa	14.6444	21.0185	3.70576	7.09344	1.96804						MEGAHIT-MaxBin2-group-AL.031.fa	bacteria_odb10	96.8	91.9	4.8	0.8	2.4	124	11	40117	40117	0.000%	309	MEGAHIT-MaxBin2-group-AL.031.fa	97.23	9.84	Gradient Boost (General Model)	11	0.875	4173408	3984	MEGAHIT-MaxBin2-group-AL.031	MEGAHIT-MaxBin2-group-AL.031.fa	309	309	140	105	48	20	4173408	4173408	3824166	3569676	2679971	1628176	309	196691	4173408	52.9	40117	15970	31	71	0.0	0 + 1 part	MEGAHIT-MaxBin2-group-AL.031.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp009911305	GCA_009911305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp009911305	99.12	0.734							ani_screen	classification based on ANI only	GCF_943193115.1, s__Otoolea muris, 95.0, 90.07, 0.405				
MEGAHIT-MaxBin2-group-AL.032.fa	14.6292	11.66285	8.881920000000001	15.01525	10.99885						MEGAHIT-MaxBin2-group-AL.032.fa	bacteria_odb10	86.3	49.2	37.1	4.0	9.7	124	11	119616	119616	0.000%	176	MEGAHIT-MaxBin2-group-AL.032.fa	85.15	17.47	Gradient Boost (General Model)	11	0.871	2879917	2824	MEGAHIT-MaxBin2-group-AL.032	MEGAHIT-MaxBin2-group-AL.032.fa	176	176	59	39	21	18	2879917	2879917	2646398	2500976	2201744	2098311	176	208253	2879917	58.59	119616	30366	10	20	0.0	1 + 0 part	MEGAHIT-MaxBin2-group-AL.032.fa																			
MEGAHIT-MaxBin2-group-AL.033.fa	13.619	10.1954	12.1799	6.175105	4.573169999999999						MEGAHIT-MaxBin2-group-AL.033.fa	bacteria_odb10	85.5	81.5	4.0	1.6	12.9	124	11	40288	40288	0.000%	264	MEGAHIT-MaxBin2-group-AL.033.fa	89.37	10.68	Gradient Boost (General Model)	11	0.879	4003716	3845	MEGAHIT-MaxBin2-group-AL.033	MEGAHIT-MaxBin2-group-AL.033.fa	264	264	130	96	51	21	4003716	4003716	3704753	3458040	2716289	1616627	264	143633	4003716	49.21	40288	19015	30	65	0.0	1 + 2 part	MEGAHIT-MaxBin2-group-AL.033.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp011959465	GCA_910575725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp011959465	98.63	0.765							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.034.fa	11.9706	13.1295	17.5835	50.7611	19.2853						MEGAHIT-MaxBin2-group-AL.034.fa	bacteria_odb10	95.2	84.7	10.5	0.8	4.0	124	11	26089	26089	0.000%	485	MEGAHIT-MaxBin2-group-AL.034.fa	97.43	11.23	Gradient Boost (General Model)	11	0.817	3969307	3792	MEGAHIT-MaxBin2-group-AL.034	MEGAHIT-MaxBin2-group-AL.034.fa	485	485	162	103	46	14	3969307	3969307	3312315	2904121	2030020	926239	485	111411	3969307	57.86	26089	8806	45	111	0.0	1 + 0 part	MEGAHIT-MaxBin2-group-AL.034.fa																			
MEGAHIT-MaxBin2-group-AL.035.fa	11.9385	7.49825	4.4201	8.240625000000001	8.50242						MEGAHIT-MaxBin2-group-AL.035.fa	bacteria_odb10	94.4	84.7	9.7	1.6	4.0	124	11	38356	38356	0.000%	332	MEGAHIT-MaxBin2-group-AL.035.fa	96.8	10.89	Gradient Boost (General Model)	11	0.864	3771480	3809	MEGAHIT-MaxBin2-group-AL.035	MEGAHIT-MaxBin2-group-AL.035.fa	332	332	129	87	40	20	3771480	3771480	3341566	3047955	2300734	1600728	332	218756	3771480	54.97	38356	13560	27	70	0.0	6 + 1 part	MEGAHIT-MaxBin2-group-AL.035.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	GCF_000403395.2	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	98.81	0.665							ani_screen	classification based on ANI only	GCA_021770005.1, s__Anaerotruncus sp021770005, 95.0, 86.27, 0.326				
MEGAHIT-MaxBin2-group-AL.036.fa	11.1315	2.2100150000000003	2.2987450000000003	0.3581499999999999	2.26447						MEGAHIT-MaxBin2-group-AL.036.fa	bacteria_odb10	88.7	87.1	1.6	2.4	8.9	124	11	24312	24312	0.000%	252	MEGAHIT-MaxBin2-group-AL.036.fa	91.42	3.03	Gradient Boost (General Model)	11	0.905	3003075	2710	MEGAHIT-MaxBin2-group-AL.036	MEGAHIT-MaxBin2-group-AL.036.fa	252	252	140	90	34	10	3003075	3003075	2722362	2362869	1452961	644195	252	84704	3003075	46.75	24312	11607	36	80	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.036.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp003612585	GCA_003612585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp003612585	99.46	0.901							ani_screen	classification based on ANI only	GCA_948436005.1, s__Choladousia sp948436005, 95.0, 88.51, 0.367				
MEGAHIT-MaxBin2-group-AL.037.fa	11.2807	4.41714	1.00602	1.19054	0.251488						MEGAHIT-MaxBin2-group-AL.037.fa	bacteria_odb10	96.0	92.7	3.2	1.6	2.4	124	11	43630	43630	0.000%	127	MEGAHIT-MaxBin2-group-AL.037.fa	96.52	1.02	Neural Network (Specific Model)	11	0.918	2558474	2169	MEGAHIT-MaxBin2-group-AL.037	MEGAHIT-MaxBin2-group-AL.037.fa	127	127	87	65	34	15	2558474	2558474	2461135	2303278	1813504	1167552	127	131672	2558474	56.25	43630	19296	18	39	0.0	2 + 1 part	MEGAHIT-MaxBin2-group-AL.037.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910577315	GCA_910577315.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910577315	97.94	0.865							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.038.fa	6.47674	2.44392	2.61932	0.965517	0.134741						MEGAHIT-MaxBin2-group-AL.038.fa	bacteria_odb10	94.4	87.1	7.3	0.0	5.6	124	11	66668	66668	0.000%	157	MEGAHIT-MaxBin2-group-AL.038.fa	100.0	3.39	Neural Network (Specific Model)	11	0.893	2132780	2128	MEGAHIT-MaxBin2-group-AL.038	MEGAHIT-MaxBin2-group-AL.038.fa	157	157	49	35	24	16	2132780	2132780	1917507	1813243	1618183	1323898	157	191128	2132780	34.2	66668	26313	12	24	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.038.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	GCF_014058685.1	96.93	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	99.98	0.953							ani_screen	classification based on ANI only	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 85.53, 0.331; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 96.32, 0.825; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 98.19, 0.495; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 95.99, 0.748; GCF_000014425.1, s__Lactobacillus gasseri, 95.0, 86.13, 0.34; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 94.92, 0.751; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 86.77, 0.369; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 95.68, 0.455; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 88.57, 0.46; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 92.12, 0.598; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 94.81, 0.747; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 92.09, 0.589; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 94.96, 0.747; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 96.28, 0.454				
MEGAHIT-MaxBin2-group-AL.039.fa	11.2871	10.2804	20.3081	16.272	4.17468						MEGAHIT-MaxBin2-group-AL.039.fa	bacteria_odb10	75.8	74.2	1.6	0.8	23.4	124	11	53580	53580	0.000%	333	MEGAHIT-MaxBin2-group-AL.039.fa	88.72	5.8	Gradient Boost (General Model)	11	0.87	3851947	3891	MEGAHIT-MaxBin2-group-AL.039	MEGAHIT-MaxBin2-group-AL.039.fa	333	333	106	59	39	20	3851947	3851947	3313191	2999591	2710316	1993852	333	221979	3851947	42.75	53580	13597	19	50	0.0	1 + 0 part	MEGAHIT-MaxBin2-group-AL.039.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp910589105	GCA_910589105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp910589105	99.95	0.914							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.040.fa	10.0759	9.13306	0.466007	1.02498	10.6879						MEGAHIT-MaxBin2-group-AL.040.fa	bacteria_odb10	92.7	91.9	0.8	1.6	5.6	124	11	43116	43116	0.000%	121	MEGAHIT-MaxBin2-group-AL.040.fa	94.71	0.0	Gradient Boost (General Model)	11	0.899	2740351	2453	MEGAHIT-MaxBin2-group-AL.040	MEGAHIT-MaxBin2-group-AL.040.fa	121	121	85	67	36	15	2740351	2740351	2654399	2521007	1983339	1269338	121	146475	2740351	52.61	43116	22030	18	40	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.040.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG7193;s__RGIG7193 sp910586125	GCA_910586125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG7193;s__RGIG7193 sp910586125	99.69	0.928							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-group-AL.041.fa	9.565915	2.923665	4.17165	1.785715	8.276365						MEGAHIT-MaxBin2-group-AL.041.fa	bacteria_odb10	87.9	75.8	12.1	0.8	11.3	124	11	22272	22272	0.000%	338	MEGAHIT-MaxBin2-group-AL.041.fa	88.2	19.79	Gradient Boost (General Model)	11	0.881	3767329	3626	MEGAHIT-MaxBin2-group-AL.041	MEGAHIT-MaxBin2-group-AL.041.fa	338	338	188	119	38	6	3767329	3767329	3410710	2912648	1571172	439951	338	87569	3767329	44.56	22272	10599	52	111	0.0	3 + 1 part	MEGAHIT-MaxBin2-group-AL.041.fa																			
MEGAHIT-MaxBin2-group-AL.042.fa	10.5834	3.75668	6.40665	20.7669	19.7232						MEGAHIT-MaxBin2-group-AL.042.fa	bacteria_odb10	57.3	50.0	7.3	12.9	29.8	124	11	6386	6386	0.000%	483	MEGAHIT-MaxBin2-group-AL.042.fa	75.37	7.95	Gradient Boost (General Model)	11	0.886	2068566	2329	MEGAHIT-MaxBin2-group-AL.042	MEGAHIT-MaxBin2-group-AL.042.fa	483	483	126	33	5	1	2068566	2068566	1249509	602733	188820	58294	483	58294	2068566	62.95	6386	3417	88	200	0.0	0 + 1 part	MEGAHIT-MaxBin2-group-AL.042.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp009774015	GCA_910574635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp009774015	97.71	0.78							ani_screen	classification based on ANI only	GCA_910578935.1, s__Oscillibacter sp910578935, 95.0, 87.13, 0.206; GCF_910588175.1, s__Oscillibacter sp910588175, 95.0, 89.22, 0.307; GCA_948916585.1, s__Oscillibacter sp948916585, 95.21, 92.05, 0.465; GCF_910583695.1, s__Oscillibacter sp910583695, 95.0, 89.51, 0.391; GCF_950097265.1, s__Oscillibacter sp950097265, 95.0, 89.64, 0.359; GCF_910586735.1, s__Oscillibacter sp910586735, 95.0, 88.6, 0.309; GCA_910587705.1, s__Oscillibacter sp910587705, 95.0, 91.12, 0.489; GCA_910587875.1, s__Oscillibacter sp910587875, 95.0, 89.81, 0.395; GCA_947577075.1, s__Oscillibacter sp947577075, 95.0, 87.92, 0.203; GCA_910585245.1, s__Oscillibacter sp910585245, 95.0, 87.22, 0.186; GCA_947244595.1, s__Oscillibacter sp947244595, 95.0, 89.57, 0.312; GCA_021769865.1, s__Oscillibacter sp021769865, 95.0, 89.89, 0.345; GCF_009773995.1, s__Oscillibacter sp009773995, 95.0, 91.29, 0.474; GCF_910579435.1, s__Oscillibacter sp910579435, 95.0, 89.53, 0.398; GCA_041223955.1, s__Oscillibacter sp041223955, 95.0, 86.41, 0.165; GCF_910579365.1, s__Oscillibacter sp910579365, 95.0, 87.32, 0.206; GCF_910584465.1, s__Oscillibacter sp910584465, 95.0, 86.64, 0.185; GCA_910585165.1, s__Oscillibacter sp910585165, 95.0, 87.72, 0.226; GCA_022801815.1, s__Oscillibacter sp022801815, 95.0, 89.38, 0.293; GCA_949959305.1, s__Oscillibacter sp949959305, 95.0, 88.33, 0.241; GCF_910576865.1, s__Oscillibacter sp910576865, 95.0, 89.19, 0.339; GCA_910583785.1, s__Oscillibacter sp910583785, 95.0, 90.91, 0.436				
MEGAHIT-MaxBin2-group-AL.043.fa	9.33317	5.51043	15.1559	6.4073	3.60829						MEGAHIT-MaxBin2-group-AL.043.fa	bacteria_odb10	87.9	62.9	25.0	2.4	9.7	124	11	22650	22650	0.000%	521	MEGAHIT-MaxBin2-group-AL.043.fa	87.53	24.16	Gradient Boost (General Model)	11	0.888	5349260	5404	MEGAHIT-MaxBin2-group-AL.043	MEGAHIT-MaxBin2-group-AL.043.fa	521	521	240	148	56	17	5349260	5349260	4682548	4018868	2576148	1239299	521	110451	5349260	46.6	22650	10212	61	148	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.043.fa																			
MEGAHIT-MaxBin2-group-AL.044.fa	10.0169	11.8203	0.931373	1.03606	0.97257						MEGAHIT-MaxBin2-group-AL.044.fa	bacteria_odb10	79.8	77.4	2.4	1.6	18.5	124	11	19423	19423	0.000%	439	MEGAHIT-MaxBin2-group-AL.044.fa	89.12	3.26	Neural Network (Specific Model)	11	0.891	3999535	3947	MEGAHIT-MaxBin2-group-AL.044	MEGAHIT-MaxBin2-group-AL.044.fa	439	439	200	137	44	5	3999535	3999535	3444216	3018906	1560060	306917	439	74617	3999535	48.14	19423	10138	64	136	0.0	0 + 0 part	MEGAHIT-MaxBin2-group-AL.044.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp009917455	GCA_009917455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp009917455	99.0	0.805							ani_screen	classification based on ANI only	GCA_910577275.1, s__Suilimivivens sp910577275, 95.0, 92.56, 0.514; GCA_910577445.1, s__Suilimivivens sp910577445, 95.0, 88.28, 0.271; GCA_947063675.1, s__Suilimivivens sp947063675, 95.0, 94.67, 0.611				
MEGAHIT-MaxBin2-group-AL.045.fa	9.74854	5.33036	26.4804	2.4361	2.00844						MEGAHIT-MaxBin2-group-AL.045.fa	bacteria_odb10	82.3	73.4	8.9	3.2	14.5	124	11	28079	28079	0.000%	233	MEGAHIT-MaxBin2-group-AL.045.fa	96.28	8.37	Neural Network (Specific Model)	11	0.868	2600113	2730	MEGAHIT-MaxBin2-group-AL.045	MEGAHIT-MaxBin2-group-AL.045.fa	233	233	108	70	36	10	2600113	2600113	2297555	2028135	1494337	641223	233	93990	2600113	35.81	28079	11366	29	63	0.0	2 + 0 part	MEGAHIT-MaxBin2-group-AL.045.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	GCF_001591705.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	97.85	0.795							ani_screen	classification based on ANI only	GCF_029023865.1, s__Lactococcus lactis, 95.0, 88.64, 0.426				
